2026-01-22 16:12:09.819 | ERROR    | __main__:<module>:79 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-01-22 16:12:09.820 | ERROR    | __main__:<module>:81 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
<<<<<<< HEAD
2026-02-02 08:21:27.800 | ERROR    | converter:<module>:79 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 08:21:27.800 | ERROR    | converter:<module>:81 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
2026-02-02 08:22:11.381 | INFO     | converter:process_eml:491 - Attachment test.ods: Detected MIME=None, Extension=.ods
2026-02-02 08:22:11.382 | WARNING  | converter:process_eml:557 - Skipping attachment test.ods: Unsupported format or conversion failed.
2026-02-02 08:22:11.383 | INFO     | converter:process_eml:577 - Successfully created PDF at output_ods.pdf
2026-02-02 08:22:11.390 | INFO     | converter:process_eml:491 - Attachment test.odt: Detected MIME=application/vnd.oasis.opendocument.text, Extension=.odt
2026-02-02 08:22:11.391 | WARNING  | converter:process_eml:557 - Skipping attachment test.odt: Unsupported format or conversion failed.
2026-02-02 08:22:11.392 | INFO     | converter:process_eml:577 - Successfully created PDF at output.pdf
2026-02-02 08:32:46.038 | INFO     | converter:process_eml:539 - Attachment attached.pdf: Detected MIME=application/pdf, Extension=.pdf
2026-02-02 08:32:46.041 | INFO     | converter:process_eml:552 - Extracting XML data for: attached.pdf
2026-02-02 08:33:01.335 | INFO     | converter:process_eml:539 - Attachment attached.pdf: Detected MIME=application/pdf, Extension=.pdf
2026-02-02 08:33:01.336 | INFO     | converter:process_eml:552 - Extracting XML data for: attached.pdf
2026-02-02 08:34:37.544 | INFO     | converter:process_eml:539 - Attachment Antrag.pdf: Detected MIME=application/pdf, Extension=.pdf
2026-02-02 08:34:37.546 | INFO     | converter:process_eml:552 - Extracting XML data for: Antrag.pdf
2026-02-02 08:34:38.326 | INFO     | converter:process_eml:647 - Successfully created PDF at output_real_test.pdf
2026-02-02 08:34:38.332 | INFO     | converter:process_eml:689 - Successfully created XML Analysis at output_real_test.xml
2026-02-02 08:37:05.903 | ERROR    | __main__:<module>:82 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 08:37:05.903 | ERROR    | __main__:<module>:84 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
2026-02-02 10:11:53.681 | ERROR    | __main__:<module>:82 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 10:11:53.682 | ERROR    | __main__:<module>:84 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
2026-02-02 10:16:14.722 | INFO     | converter:process_eml:559 - Attachment Antrag.pdf: Detected MIME=application/pdf, Extension=.pdf
2026-02-02 10:16:14.725 | INFO     | converter:process_eml:572 - Extracting XML data for: Antrag.pdf
2026-02-02 10:16:16.298 | INFO     | converter:process_eml:667 - Successfully created PDF at output_real_test.pdf
2026-02-02 10:16:16.308 | INFO     | converter:process_eml:716 - Successfully created XML Analysis at output_real_test.xml
2026-02-02 10:18:24.127 | ERROR    | __main__:<module>:82 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 10:18:24.129 | ERROR    | __main__:<module>:84 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
2026-02-02 10:22:11.477 | ERROR    | __main__:<module>:82 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 10:22:22.339 | ERROR    | __main__:<module>:84 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
2026-02-02 10:24:08.250 | ERROR    | __main__:<module>:82 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 10:28:05.229 | ERROR    | __main__:<module>:84 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
2026-02-02 10:30:13.578 | ERROR    | __main__:<module>:82 - Failed to load WeasyPrint dependencies: cannot load library 'C:\Program Files\GTK3-Runtime Win64\bin\libgobject-2.0-0.dll': error 0xc1
2026-02-02 10:31:45.120 | ERROR    | __main__:<module>:84 - Please ensure GTK3 Runtime is installed and matches Python architecture (32/64 bit).
